k collected-at,search,store-id,store-address,store-name,product-name,product-score,product-price,product-unit,product-master-id,product-image,product-quantity
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Capsulas Café Com Leite,100,21.99,und,2001,8abeb16b-e4cd-4853-a931-1d2bfa0f1ca3.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café Tradicional Moído,100,18.99,gr,431,e4e15acf-6297-4b83-93b1-138e35d1c3ff.jpg,500.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café Tradicional a Vácuo,100,18.99,gr,454,678bcbef-95ab-40ff-8083-41e19e3f7e22.jpg,500.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café em Cápsulas Espresso Atento,100,21.99,gr,1524548,a531c4fa-e45f-49ec-a87f-66f1182ba447.jpg,8.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café em Cápsula Latte Machiatto,100,21.99,und,75806,342548e9-8862-4a93-9548-00b061002f23.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café Solúvel Liofilizado 100% Arábica,100,11.99,gr,74669,09f851a9-532c-4d60-bd0a-246e3ce92269.jpg,50.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900156624," Av. Eng. Heitor Antônio Eiras García, 789
",barbosa-super,3 Corações Café Torrado e Moído Fort Vácuo,100,13.99,gr,2008587,535858932240_egwdlbiboopv_946677336615_mjldkpnlwsxv_2008587_1.jpeg,500.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,3 Corações Capsulas Café Com Leite,100,16.98,und,2001,8abeb16b-e4cd-4853-a931-1d2bfa0f1ca3.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,3 Corações Café Gourmet Mogiana Paulista,100,12.99,gr,152328,70cdec01-057a-453f-9e13-036054b33d4b.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,3 Corações Café Torrado e Moído Florada Premiada Rituais,100,31.98,gr,1798323,462aae66-2cc4-4a06-8ac8-2117af3d1390.jpg,100.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,Café Caps 3 Corações Nesp Mogia,100,16.99,gr,2304610,105041325068_qrugxvqrqgkx_227788777832_eymwmtqepzrksc_7896045111282_1.jpg,50.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,3 Corações Café Torrado e Moído Gourmet,100,12.99,gr,1655188,7ccf2bf1-fdfb-4ba4-b767-43842847d163.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900162369,"Rua Turiassú, 1209 - Perdizes, São Paulo - SP, 05005-001, Brasil",mambo-adega,Café Intenso 3 Corações,100,16.99,und,2304762,131919408822_zwrvwwwkqbhw_656211554965_lwexsbzkshpssc_7896045111312_1.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Capsulas Café Com Leite,100,21.98,und,2001,8abeb16b-e4cd-4853-a931-1d2bfa0f1ca3.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café Gourmet Sul de Minas,100,14.98,gr,1401708,56b7c044-a647-4b94-a008-a72d0b415d6b.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café Torrado Moído Extra Forte,100,18.98,gr,1450518,3709b534-97d4-4f9a-8353-58943a565d65.jpg,500.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café Gourmet Mogiana Paulista,100,14.98,gr,152328,70cdec01-057a-453f-9e13-036054b33d4b.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café Torrado e Moído Gourmet,100,14.98,gr,1655188,7ccf2bf1-fdfb-4ba4-b767-43842847d163.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café Tradicional a Vácuo,100,18.98,gr,454,678bcbef-95ab-40ff-8083-41e19e3f7e22.jpg,500.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Cápsula de Café Expresso Pleno,100,21.98,und,1737512,1a68c735-c31a-42cd-9535-388b38eda640.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café em Cápsula Latte Machiatto,100,21.98,und,75806,342548e9-8862-4a93-9548-00b061002f23.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café em Cápsulas Espresso Atento,100,21.98,gr,1524548,a531c4fa-e45f-49ec-a87f-66f1182ba447.jpg,8.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900138215,"R. Medeiros de Albuquerque, 352 - Vila Madalena, São Paulo - SP, 05416-030",hirota-market,3 Corações Café em Cápsulas Filtrado Gourmet,100,21.98,gr,1525570,c5639f25-a34d-4475-85cd-1275eaf25ab6.jpg,7.5
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café Cappuccino Classic,100,78.9,kg,155369,c5fdd7bf-434a-47a6-8aeb-edd9ddeddd2a.jpg,1.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café Gourmet ,100,38.0,gr,23056,9653b741-8b8d-49f2-8414-9654b46a697f.jpg,250.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café com Leite,100,21.9,und,2043391,153238636231_knugiizbqgkr_606118637387_qwjwluzwvmgm_2043391_1.png,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café Com Leite,100,62.98,kg,155370,531e5a27-b21d-40b1-b33c-34466d834486.jpg,1.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café em Cápsula Torrado e Moído Filtrado Tradicional,100,21.9,und,1385616,2a0c2083-0710-4c65-8f16-e33a0397ea0d.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café em Cápsula Torrado e Moído Espresso Vibrante,100,21.9,und,1524953,dc009653-b2d3-4902-8e6d-bfc1c778a3b5.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Café em Cápsula Latte Machiatto,100,21.9,und,75806,342548e9-8862-4a93-9548-00b061002f23.jpg,10.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,3 Corações Pack Com 10Cafe Espresso Vibrante,71,21.9,gr,2043022,d6362c24-5e49-45ac-9e0c-a2e8d0fb2caf.jpg,8.0
2023-09-21 | 08:59:34,cafe 3 coracoes,900198813,Avenida Prof Francisco Morato 2585,sams-club,Cerrado Mineiro 3 Coracoes Cafe Capsulas Rituais Cermin,100,21.9,und,23066,3dd7246f-bdd8-4129-bdc3-991937ecc3c6.jpg,10.0
